H|182789|28-JUN-2017|1196963|DT|P|F
S|104708|L|D|M|1|28-JUN-2017|18|10|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|18|11|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|18|11|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|18|12|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|18|12|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|1|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|1|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|2|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|2|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|3|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|3|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|4|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|4|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|5|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|5|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|6|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|6|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|7|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|7|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|8|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|8|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|9|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|9|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|10|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|10|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|11|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|11|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|19|12|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|19|12|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|1|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|1|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|2|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|2|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|3|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|3|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|4|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|4|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|5|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|5|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|6|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|6|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|7|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|7|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|8|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|8|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|9|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|9|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|10|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|10|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|11|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|11|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|20|12|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|20|12|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|1|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|1|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|2|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|2|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|3|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|3|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|4|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|4|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|5|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|5|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|6|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|6|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|7|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|7|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|8|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|8|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|9|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|9|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|10|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|10|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|11|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|11|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|21|12|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|21|12|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|1|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|1|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|2|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|2|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|3|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|3|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|4|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|4|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|5|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|5|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|6|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|6|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|7|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|7|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|8|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|8|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|9|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|9|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|10|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|10|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|11|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|11|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
S|104708|L|D|D|1|28-JUN-2017|22|12|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|M|1|28-JUN-2017|22|12|NYSI|1|104492|MISI||ONT_TIDAL0010149_MISO
V|104708|NYSI|104492|MISI|1|28-JUN-2017|7|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|8|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|9|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|10|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|11|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|12|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|13|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|14|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|15|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|16|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|17|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|18|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|19|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|20|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|21|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104708|NYSI|104492|MISI|1|28-JUN-2017|22|0|2|0|750|1|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
S|104708|L|D|P|1|28-JUN-2017|7|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|8|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|9|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|10|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|11|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|12|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|13|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|14|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|15|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|16|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|17|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|18|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|19|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|20|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|21|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
S|104708|L|D|P|1|28-JUN-2017|22|0|NYSI|1|104492|MISI|AUTO|ONT_TIDAL0010149_MISO
P|P|28-JUN-2017|1|0|MBSI|-4.6
P|P|28-JUN-2017|1|0|MISI|17.02
P|P|28-JUN-2017|1|0|MNSI|11
P|P|28-JUN-2017|1|0|NYSI|11.11
P|P|28-JUN-2017|1|0|ONZN|-4.6
P|P|28-JUN-2017|1|0|PQAT|-4.6
P|P|28-JUN-2017|1|0|PQBE|-4.6
P|P|28-JUN-2017|1|0|PQDA|-4.6
P|P|28-JUN-2017|1|0|PQDZ|-4.6
P|P|28-JUN-2017|1|0|PQHA|-4.6
P|P|28-JUN-2017|1|0|PQHZ|-4.6
P|P|28-JUN-2017|1|0|PQPC|-4.6
P|P|28-JUN-2017|1|0|PQQC|-4.6
P|P|28-JUN-2017|1|0|PQSK|-4.6
P|P|28-JUN-2017|1|0|PQXY|-4.6
P|P|28-JUN-2017|2|0|MBSI|-4.6
P|P|28-JUN-2017|2|0|MISI|14
P|P|28-JUN-2017|2|0|MNSI|10
P|P|28-JUN-2017|2|0|NYSI|1.23
P|P|28-JUN-2017|2|0|ONZN|-4.6
P|P|28-JUN-2017|2|0|PQAT|-4.6
P|P|28-JUN-2017|2|0|PQBE|-4.6
P|P|28-JUN-2017|2|0|PQDA|-4.6
P|P|28-JUN-2017|2|0|PQDZ|-4.6
P|P|28-JUN-2017|2|0|PQHA|-4.6
P|P|28-JUN-2017|2|0|PQHZ|-4.6
P|P|28-JUN-2017|2|0|PQPC|-4.6
P|P|28-JUN-2017|2|0|PQQC|-4.6
P|P|28-JUN-2017|2|0|PQSK|-4.6
P|P|28-JUN-2017|2|0|PQXY|-4.6
P|P|28-JUN-2017|3|0|MBSI|-4.6
P|P|28-JUN-2017|3|0|MISI|14.45
P|P|28-JUN-2017|3|0|MNSI|12.2
P|P|28-JUN-2017|3|0|NYSI|1.23
P|P|28-JUN-2017|3|0|ONZN|-4.6
P|P|28-JUN-2017|3|0|PQAT|-4.6
P|P|28-JUN-2017|3|0|PQBE|-4.6
P|P|28-JUN-2017|3|0|PQDA|-4.6
P|P|28-JUN-2017|3|0|PQDZ|-4.6
P|P|28-JUN-2017|3|0|PQHA|-4.6
P|P|28-JUN-2017|3|0|PQHZ|-4.6
P|P|28-JUN-2017|3|0|PQPC|-4.6
P|P|28-JUN-2017|3|0|PQQC|-4.6
P|P|28-JUN-2017|3|0|PQSK|-4.6
P|P|28-JUN-2017|3|0|PQXY|-4.6
P|P|28-JUN-2017|4|0|MBSI|-4.6
P|P|28-JUN-2017|4|0|MISI|12.55
P|P|28-JUN-2017|4|0|MNSI|8.55
P|P|28-JUN-2017|4|0|NYSI|1.35
P|P|28-JUN-2017|4|0|ONZN|-4.6
P|P|28-JUN-2017|4|0|PQAT|-4.6
P|P|28-JUN-2017|4|0|PQBE|-4.6
P|P|28-JUN-2017|4|0|PQDA|-4.6
P|P|28-JUN-2017|4|0|PQDZ|-4.6
P|P|28-JUN-2017|4|0|PQHA|-4.6
P|P|28-JUN-2017|4|0|PQHZ|-4.6
P|P|28-JUN-2017|4|0|PQPC|-4.6
P|P|28-JUN-2017|4|0|PQQC|-4.6
P|P|28-JUN-2017|4|0|PQSK|-4.6
P|P|28-JUN-2017|4|0|PQXY|-4.6
P|P|28-JUN-2017|5|0|MBSI|-4.4
P|P|28-JUN-2017|5|0|MISI|17.25
P|P|28-JUN-2017|5|0|MNSI|6.5
P|P|28-JUN-2017|5|0|NYSI|15.55
P|P|28-JUN-2017|5|0|ONZN|-4.4
P|P|28-JUN-2017|5|0|PQAT|-4.4
P|P|28-JUN-2017|5|0|PQBE|-4.4
P|P|28-JUN-2017|5|0|PQDA|-4.4
P|P|28-JUN-2017|5|0|PQDZ|-4.4
P|P|28-JUN-2017|5|0|PQHA|-4.4
P|P|28-JUN-2017|5|0|PQHZ|-4.4
P|P|28-JUN-2017|5|0|PQPC|-4.4
P|P|28-JUN-2017|5|0|PQQC|-4.4
P|P|28-JUN-2017|5|0|PQSK|-4.4
P|P|28-JUN-2017|5|0|PQXY|-4.4
P|P|28-JUN-2017|6|0|MBSI|-4
P|P|28-JUN-2017|6|0|MISI|22
P|P|28-JUN-2017|6|0|MNSI|7.5
P|P|28-JUN-2017|6|0|NYSI|11.11
P|P|28-JUN-2017|6|0|ONZN|-4
P|P|28-JUN-2017|6|0|PQAT|-4
P|P|28-JUN-2017|6|0|PQBE|-4
P|P|28-JUN-2017|6|0|PQDA|-4
P|P|28-JUN-2017|6|0|PQDZ|-4
P|P|28-JUN-2017|6|0|PQHA|-4
P|P|28-JUN-2017|6|0|PQHZ|-4
P|P|28-JUN-2017|6|0|PQPC|-4
P|P|28-JUN-2017|6|0|PQQC|-4
P|P|28-JUN-2017|6|0|PQSK|-4
P|P|28-JUN-2017|6|0|PQXY|-4
P|P|28-JUN-2017|7|0|MBSI|-3
P|P|28-JUN-2017|7|0|MISI|19.6
P|P|28-JUN-2017|7|0|MNSI|8.5
P|P|28-JUN-2017|7|0|NYSI|1.35
P|P|28-JUN-2017|7|0|ONZN|-3
P|P|28-JUN-2017|7|0|PQAT|-3
P|P|28-JUN-2017|7|0|PQBE|-3
P|P|28-JUN-2017|7|0|PQDA|-3
P|P|28-JUN-2017|7|0|PQDZ|-3
P|P|28-JUN-2017|7|0|PQHA|-3
P|P|28-JUN-2017|7|0|PQHZ|-3
P|P|28-JUN-2017|7|0|PQPC|-3
P|P|28-JUN-2017|7|0|PQQC|-3
P|P|28-JUN-2017|7|0|PQSK|-3
P|P|28-JUN-2017|7|0|PQXY|-3
P|P|28-JUN-2017|8|0|MBSI|-3
P|P|28-JUN-2017|8|0|MISI|20.07
P|P|28-JUN-2017|8|0|MNSI|15
P|P|28-JUN-2017|8|0|NYSI|8.88
P|P|28-JUN-2017|8|0|ONZN|-3
P|P|28-JUN-2017|8|0|PQAT|-3
P|P|28-JUN-2017|8|0|PQBE|-3
P|P|28-JUN-2017|8|0|PQDA|-3
P|P|28-JUN-2017|8|0|PQDZ|-3
P|P|28-JUN-2017|8|0|PQHA|-3
P|P|28-JUN-2017|8|0|PQHZ|-3
P|P|28-JUN-2017|8|0|PQPC|-3
P|P|28-JUN-2017|8|0|PQQC|-3
P|P|28-JUN-2017|8|0|PQSK|-3
P|P|28-JUN-2017|8|0|PQXY|-3
P|P|28-JUN-2017|9|0|MBSI|-1
P|P|28-JUN-2017|9|0|MISI|22.55
P|P|28-JUN-2017|9|0|MNSI|17
P|P|28-JUN-2017|9|0|NYSI|15
P|P|28-JUN-2017|9|0|ONZN|-1
P|P|28-JUN-2017|9|0|PQAT|-1
P|P|28-JUN-2017|9|0|PQBE|-1
P|P|28-JUN-2017|9|0|PQDA|-1
P|P|28-JUN-2017|9|0|PQDZ|-1
P|P|28-JUN-2017|9|0|PQHA|-1
P|P|28-JUN-2017|9|0|PQHZ|-1
P|P|28-JUN-2017|9|0|PQPC|-1
P|P|28-JUN-2017|9|0|PQQC|-1
P|P|28-JUN-2017|9|0|PQSK|-1
P|P|28-JUN-2017|9|0|PQXY|-1
P|P|28-JUN-2017|10|0|MBSI|0
P|P|28-JUN-2017|10|0|MISI|23
P|P|28-JUN-2017|10|0|MNSI|20
P|P|28-JUN-2017|10|0|NYSI|17
P|P|28-JUN-2017|10|0|ONZN|0
P|P|28-JUN-2017|10|0|PQAT|0
P|P|28-JUN-2017|10|0|PQBE|0
P|P|28-JUN-2017|10|0|PQDA|0
P|P|28-JUN-2017|10|0|PQDZ|0
P|P|28-JUN-2017|10|0|PQHA|0
P|P|28-JUN-2017|10|0|PQHZ|0
P|P|28-JUN-2017|10|0|PQPC|0
P|P|28-JUN-2017|10|0|PQQC|0
P|P|28-JUN-2017|10|0|PQSK|0
P|P|28-JUN-2017|10|0|PQXY|0
P|P|28-JUN-2017|11|0|MBSI|-3
P|P|28-JUN-2017|11|0|MISI|20.02
P|P|28-JUN-2017|11|0|MNSI|21
P|P|28-JUN-2017|11|0|NYSI|12.5
P|P|28-JUN-2017|11|0|ONZN|-3
P|P|28-JUN-2017|11|0|PQAT|-3
P|P|28-JUN-2017|11|0|PQBE|-3
P|P|28-JUN-2017|11|0|PQDA|-3
P|P|28-JUN-2017|11|0|PQDZ|-3
P|P|28-JUN-2017|11|0|PQHA|-3
P|P|28-JUN-2017|11|0|PQHZ|-3
P|P|28-JUN-2017|11|0|PQPC|-3
P|P|28-JUN-2017|11|0|PQQC|-3
P|P|28-JUN-2017|11|0|PQSK|-3
P|P|28-JUN-2017|11|0|PQXY|-3
P|P|28-JUN-2017|12|0|MBSI|-3
P|P|28-JUN-2017|12|0|MISI|27.22
P|P|28-JUN-2017|12|0|MNSI|22
P|P|28-JUN-2017|12|0|NYSI|9
P|P|28-JUN-2017|12|0|ONZN|-3
P|P|28-JUN-2017|12|0|PQAT|-3
P|P|28-JUN-2017|12|0|PQBE|-3
P|P|28-JUN-2017|12|0|PQDA|-3
P|P|28-JUN-2017|12|0|PQDZ|-3
P|P|28-JUN-2017|12|0|PQHA|-3
P|P|28-JUN-2017|12|0|PQHZ|-3
P|P|28-JUN-2017|12|0|PQPC|-3
P|P|28-JUN-2017|12|0|PQQC|-3
P|P|28-JUN-2017|12|0|PQSK|-3
P|P|28-JUN-2017|12|0|PQXY|-3
P|P|28-JUN-2017|13|0|MBSI|-3
P|P|28-JUN-2017|13|0|MISI|29.26
P|P|28-JUN-2017|13|0|MNSI|23
P|P|28-JUN-2017|13|0|NYSI|-3
P|P|28-JUN-2017|13|0|ONZN|-3
P|P|28-JUN-2017|13|0|PQAT|-3
P|P|28-JUN-2017|13|0|PQBE|-3
P|P|28-JUN-2017|13|0|PQDA|-3
P|P|28-JUN-2017|13|0|PQDZ|-3
P|P|28-JUN-2017|13|0|PQHA|-3
P|P|28-JUN-2017|13|0|PQHZ|-3
P|P|28-JUN-2017|13|0|PQPC|-3
P|P|28-JUN-2017|13|0|PQQC|-3
P|P|28-JUN-2017|13|0|PQSK|-3
P|P|28-JUN-2017|13|0|PQXY|-3
P|P|28-JUN-2017|14|0|MBSI|0
P|P|28-JUN-2017|14|0|MISI|28.97
P|P|28-JUN-2017|14|0|MNSI|24
P|P|28-JUN-2017|14|0|NYSI|5.45
P|P|28-JUN-2017|14|0|ONZN|0
