H|182789|26-DEC-2017|1243401|DT|P|F
S|104686|L|D|P|1|26-DEC-2017|12|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|12|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|13|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|13|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|14|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|14|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|15|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|15|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|16|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|16|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|17|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|17|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|18|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|18|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|19|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|19|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|20|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|20|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|21|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|21|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|22|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|22|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|23|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|23|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|24|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|24|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
P|P|26-DEC-2017|1|0|MBSI|8
P|P|26-DEC-2017|1|0|MISI|25.63
P|P|26-DEC-2017|1|0|MNSI|29.87
P|P|26-DEC-2017|1|0|NYSI|-.1
P|P|26-DEC-2017|1|0|ONZN|-.1
P|P|26-DEC-2017|1|0|PQAT|-.1
P|P|26-DEC-2017|1|0|PQBE|-.1
P|P|26-DEC-2017|1|0|PQDA|-.1
P|P|26-DEC-2017|1|0|PQDZ|-.1
P|P|26-DEC-2017|1|0|PQHA|-.1
P|P|26-DEC-2017|1|0|PQHZ|-.1
P|P|26-DEC-2017|1|0|PQPC|-.1
P|P|26-DEC-2017|1|0|PQQC|-.1
P|P|26-DEC-2017|1|0|PQSK|-.1
P|P|26-DEC-2017|1|0|PQXY|-.1
P|P|26-DEC-2017|2|0|MBSI|15
P|P|26-DEC-2017|2|0|MISI|22.02
P|P|26-DEC-2017|2|0|MNSI|10
P|P|26-DEC-2017|2|0|NYSI|-3
P|P|26-DEC-2017|2|0|ONZN|-3
P|P|26-DEC-2017|2|0|PQAT|-3
P|P|26-DEC-2017|2|0|PQBE|-3
P|P|26-DEC-2017|2|0|PQDA|-3
P|P|26-DEC-2017|2|0|PQDZ|-3
P|P|26-DEC-2017|2|0|PQHA|-3
P|P|26-DEC-2017|2|0|PQHZ|-3
P|P|26-DEC-2017|2|0|PQPC|-3
P|P|26-DEC-2017|2|0|PQQC|-3
P|P|26-DEC-2017|2|0|PQSK|-3
P|P|26-DEC-2017|2|0|PQXY|-3
P|P|26-DEC-2017|3|0|MBSI|29
P|P|26-DEC-2017|3|0|MISI|20.12
P|P|26-DEC-2017|3|0|MNSI|15
P|P|26-DEC-2017|3|0|NYSI|-3
P|P|26-DEC-2017|3|0|ONZN|-3
P|P|26-DEC-2017|3|0|PQAT|-3
P|P|26-DEC-2017|3|0|PQBE|-3
P|P|26-DEC-2017|3|0|PQDA|-3
P|P|26-DEC-2017|3|0|PQDZ|-3
P|P|26-DEC-2017|3|0|PQHA|-3
P|P|26-DEC-2017|3|0|PQHZ|-3
P|P|26-DEC-2017|3|0|PQPC|-3
P|P|26-DEC-2017|3|0|PQQC|-3
P|P|26-DEC-2017|3|0|PQSK|-3
P|P|26-DEC-2017|3|0|PQXY|-3
P|P|26-DEC-2017|4|0|MBSI|-3
P|P|26-DEC-2017|4|0|MISI|23.5
P|P|26-DEC-2017|4|0|MNSI|20
P|P|26-DEC-2017|4|0|NYSI|-3
P|P|26-DEC-2017|4|0|ONZN|-3
P|P|26-DEC-2017|4|0|PQAT|-3
P|P|26-DEC-2017|4|0|PQBE|-3
P|P|26-DEC-2017|4|0|PQDA|-3
P|P|26-DEC-2017|4|0|PQDZ|-3
P|P|26-DEC-2017|4|0|PQHA|-3
P|P|26-DEC-2017|4|0|PQHZ|-3
P|P|26-DEC-2017|4|0|PQPC|-3
P|P|26-DEC-2017|4|0|PQQC|-3
P|P|26-DEC-2017|4|0|PQSK|-3
P|P|26-DEC-2017|4|0|PQXY|-3
P|P|26-DEC-2017|5|0|MBSI|-3
P|P|26-DEC-2017|5|0|MISI|27.53
P|P|26-DEC-2017|5|0|MNSI|20
P|P|26-DEC-2017|5|0|NYSI|-3
P|P|26-DEC-2017|5|0|ONZN|-3
P|P|26-DEC-2017|5|0|PQAT|-3
P|P|26-DEC-2017|5|0|PQBE|-3
P|P|26-DEC-2017|5|0|PQDA|-3
P|P|26-DEC-2017|5|0|PQDZ|-3
P|P|26-DEC-2017|5|0|PQHA|-3
P|P|26-DEC-2017|5|0|PQHZ|-3
P|P|26-DEC-2017|5|0|PQPC|-3
P|P|26-DEC-2017|5|0|PQQC|-3
P|P|26-DEC-2017|5|0|PQSK|-3
P|P|26-DEC-2017|5|0|PQXY|-3
P|P|26-DEC-2017|6|0|MBSI|20
P|P|26-DEC-2017|6|0|MISI|27.97
P|P|26-DEC-2017|6|0|MNSI|0
P|P|26-DEC-2017|6|0|NYSI|.02
P|P|26-DEC-2017|6|0|ONZN|0
P|P|26-DEC-2017|6|0|PQAT|0
P|P|26-DEC-2017|6|0|PQBE|0
P|P|26-DEC-2017|6|0|PQDA|0
P|P|26-DEC-2017|6|0|PQDZ|0
P|P|26-DEC-2017|6|0|PQHA|0
P|P|26-DEC-2017|6|0|PQHZ|0
P|P|26-DEC-2017|6|0|PQPC|0
P|P|26-DEC-2017|6|0|PQQC|0
P|P|26-DEC-2017|6|0|PQSK|0
P|P|26-DEC-2017|6|0|PQXY|0
P|P|26-DEC-2017|7|0|MBSI|0
P|P|26-DEC-2017|7|0|MISI|29.8
P|P|26-DEC-2017|7|0|MNSI|43.31
P|P|26-DEC-2017|7|0|NYSI|5
P|P|26-DEC-2017|7|0|ONZN|0
P|P|26-DEC-2017|7|0|PQAT|0
P|P|26-DEC-2017|7|0|PQBE|0
P|P|26-DEC-2017|7|0|PQDA|0
P|P|26-DEC-2017|7|0|PQDZ|0
P|P|26-DEC-2017|7|0|PQHA|0
P|P|26-DEC-2017|7|0|PQHZ|0
P|P|26-DEC-2017|7|0|PQPC|0
P|P|26-DEC-2017|7|0|PQQC|0
P|P|26-DEC-2017|7|0|PQSK|0
P|P|26-DEC-2017|7|0|PQXY|0
P|P|26-DEC-2017|8|0|MBSI|0
P|P|26-DEC-2017|8|0|MISI|30.24
P|P|26-DEC-2017|8|0|MNSI|0
P|P|26-DEC-2017|8|0|NYSI|0
P|P|26-DEC-2017|8|0|ONZN|0
P|P|26-DEC-2017|8|0|PQAT|0
P|P|26-DEC-2017|8|0|PQBE|0
P|P|26-DEC-2017|8|0|PQDA|0
P|P|26-DEC-2017|8|0|PQDZ|0
P|P|26-DEC-2017|8|0|PQHA|0
P|P|26-DEC-2017|8|0|PQHZ|0
P|P|26-DEC-2017|8|0|PQPC|0
P|P|26-DEC-2017|8|0|PQQC|0
P|P|26-DEC-2017|8|0|PQSK|0
P|P|26-DEC-2017|8|0|PQXY|0
P|P|26-DEC-2017|9|0|MBSI|28
P|P|26-DEC-2017|9|0|MISI|32.18
P|P|26-DEC-2017|9|0|MNSI|5.94
P|P|26-DEC-2017|9|0|NYSI|5.94
P|P|26-DEC-2017|9|0|ONZN|5.94
P|P|26-DEC-2017|9|0|PQAT|5.94
P|P|26-DEC-2017|9|0|PQBE|5.94
P|P|26-DEC-2017|9|0|PQDA|5.94
P|P|26-DEC-2017|9|0|PQDZ|5.94
P|P|26-DEC-2017|9|0|PQHA|5.94
P|P|26-DEC-2017|9|0|PQHZ|5.94
P|P|26-DEC-2017|9|0|PQPC|5.94
P|P|26-DEC-2017|9|0|PQQC|5.94
P|P|26-DEC-2017|9|0|PQSK|5.94
P|P|26-DEC-2017|9|0|PQXY|5.94
P|P|26-DEC-2017|10|0|MBSI|47.84
P|P|26-DEC-2017|10|0|MISI|36
P|P|26-DEC-2017|10|0|MNSI|55.04
P|P|26-DEC-2017|10|0|NYSI|6.02
P|P|26-DEC-2017|10|0|ONZN|6.02
P|P|26-DEC-2017|10|0|PQAT|6.02
P|P|26-DEC-2017|10|0|PQBE|6.02
P|P|26-DEC-2017|10|0|PQDA|6.02
P|P|26-DEC-2017|10|0|PQDZ|6.02
P|P|26-DEC-2017|10|0|PQHA|6.02
P|P|26-DEC-2017|10|0|PQHZ|6.02
P|P|26-DEC-2017|10|0|PQPC|6.02
P|P|26-DEC-2017|10|0|PQQC|6.02
P|P|26-DEC-2017|10|0|PQSK|6.02
P|P|26-DEC-2017|10|0|PQXY|6.02
P|P|26-DEC-2017|11|0|MBSI|47.84
P|P|26-DEC-2017|11|0|MISI|35
P|P|26-DEC-2017|11|0|MNSI|40.05
P|P|26-DEC-2017|11|0|NYSI|6.02
P|P|26-DEC-2017|11|0|ONZN|6.02
P|P|26-DEC-2017|11|0|PQAT|6.02
P|P|26-DEC-2017|11|0|PQBE|6.02
P|P|26-DEC-2017|11|0|PQDA|6.02
P|P|26-DEC-2017|11|0|PQDZ|6.02
P|P|26-DEC-2017|11|0|PQHA|6.02
P|P|26-DEC-2017|11|0|PQHZ|6.02
P|P|26-DEC-2017|11|0|PQPC|6.02
P|P|26-DEC-2017|11|0|PQQC|6.02
P|P|26-DEC-2017|11|0|PQSK|6.02
P|P|26-DEC-2017|11|0|PQXY|6.02
P|P|26-DEC-2017|12|0|MBSI|32.56
P|P|26-DEC-2017|12|0|MISI|34.63
P|P|26-DEC-2017|12|0|MNSI|42.01
P|P|26-DEC-2017|12|0|NYSI|13
P|P|26-DEC-2017|12|0|ONZN|13
P|P|26-DEC-2017|12|0|PQAT|13
P|P|26-DEC-2017|12|0|PQBE|13
P|P|26-DEC-2017|12|0|PQDA|13
P|P|26-DEC-2017|12|0|PQDZ|13
P|P|26-DEC-2017|12|0|PQHA|13
P|P|26-DEC-2017|12|0|PQHZ|13
P|P|26-DEC-2017|12|0|PQPC|13
P|P|26-DEC-2017|12|0|PQQC|13
P|P|26-DEC-2017|12|0|PQSK|13
P|P|26-DEC-2017|12|0|PQXY|13
P|P|26-DEC-2017|13|0|MBSI|32
P|P|26-DEC-2017|13|0|MISI|30.56
P|P|26-DEC-2017|13|0|MNSI|39.43
P|P|26-DEC-2017|13|0|NYSI|13
P|P|26-DEC-2017|13|0|ONZN|13
P|P|26-DEC-2017|13|0|PQAT|13
P|P|26-DEC-2017|13|0|PQBE|13
P|P|26-DEC-2017|13|0|PQDA|13
P|P|26-DEC-2017|13|0|PQDZ|13
P|P|26-DEC-2017|13|0|PQHA|13
P|P|26-DEC-2017|13|0|PQHZ|13
P|P|26-DEC-2017|13|0|PQPC|13
P|P|26-DEC-2017|13|0|PQQC|13
P|P|26-DEC-2017|13|0|PQSK|13
P|P|26-DEC-2017|13|0|PQXY|13
P|P|26-DEC-2017|14|0|MBSI|35.56
P|P|26-DEC-2017|14|0|MISI|28.56
P|P|26-DEC-2017|14|0|MNSI|36.79
P|P|26-DEC-2017|14|0|NYSI|13
P|P|26-DEC-2017|14|0|ONZN|13
P|P|26-DEC-2017|14|0|PQAT|13
P|P|26-DEC-2017|14|0|PQBE|13
P|P|26-DEC-2017|14|0|PQDA|13
P|P|26-DEC-2017|14|0|PQDZ|13
P|P|26-DEC-2017|14|0|PQHA|13
P|P|26-DEC-2017|14|0|PQHZ|13
P|P|26-DEC-2017|14|0|PQPC|13
P|P|26-DEC-2017|14|0|PQQC|13
P|P|26-DEC-2017|14|0|PQSK|13
P|P|26-DEC-2017|14|0|PQXY|13
P|P|26-DEC-2017|15|0|MBSI|24
P|P|26-DEC-2017|15|0|MISI|27.85
P|P|26-DEC-2017|15|0|MNSI|35.16
P|P|26-DEC-2017|15|0|NYSI|5.94
P|P|26-DEC-2017|15|0|ONZN|5.94
P|P|26-DEC-2017|15|0|PQAT|5.94
P|P|26-DEC-2017|15|0|PQBE|5.94
P|P|26-DEC-2017|15|0|PQDA|5.94
P|P|26-DEC-2017|15|0|PQDZ|5.94
P|P|26-DEC-2017|15|0|PQHA|5.94
P|P|26-DEC-2017|15|0|PQHZ|5.94
P|P|26-DEC-2017|15|0|PQPC|5.94
P|P|26-DEC-2017|15|0|PQQC|5.94
P|P|26-DEC-2017|15|0|PQSK|5.94
P|P|26-DEC-2017|15|0|PQXY|5.94
P|P|26-DEC-2017|16|0|MBSI|24
P|P|26-DEC-2017|16|0|MISI|28.56
P|P|26-DEC-2017|16|0|MNSI|34.6
P|P|26-DEC-2017|16|0|NYSI|12.56
P|P|26-DEC-2017|16|0|ONZN|12.56
P|P|26-DEC-2017|16|0|PQAT|12.56
P|P|26-DEC-2017|16|0|PQBE|12.56
P|P|26-DEC-2017|16|0|PQDA|12.56
P|P|26-DEC-2017|16|0|PQDZ|12.56
P|P|26-DEC-2017|16|0|PQHA|12.56
P|P|26-DEC-2017|16|0|PQHZ|12.56
P|P|26-DEC-2017|16|0|PQPC|12.56
P|P|26-DEC-2017|16|0|PQQC|12.56
P|P|26-DEC-2017|16|0|PQSK|12.56
P|P|26-DEC-2017|16|0|PQXY|12.56
P|P|26-DEC-2017|17|0|MBSI|23
P|P|26-DEC-2017|17|0|MISI|35.68
P|P|26-DEC-2017|17|0|MNSI|25.56
P|P|26-DEC-2017|17|0|NYSI|13.02
P|P|26-DEC-2017|17|0|ONZN|13.02
P|P|26-DEC-2017|17|0|PQAT|13.02
P|P|26-DEC-2017|17|0|PQBE|13.02
P|P|26-DEC-2017|17|0|PQDA|13.02
P|P|26-DEC-2017|17|0|PQDZ|13.02
P|P|26-DEC-2017|17|0|PQHA|13.02
P|P|26-DEC-2017|17|0|PQHZ|13.02
P|P|26-DEC-2017|17|0|PQPC|13.02
P|P|26-DEC-2017|17|0|PQQC|13.02
P|P|26-DEC-2017|17|0|PQSK|13.02
P|P|26-DEC-2017|17|0|PQXY|13.02
P|P|26-DEC-2017|18|0|MBSI|13.33
P|P|26-DEC-2017|18|0|MISI|45
P|P|26-DEC-2017|18|0|MNSI|51.33
P|P|26-DEC-2017|18|0|NYSI|29.17
P|P|26-DEC-2017|18|0|ONZN|13.33
P|P|26-DEC-2017|18|0|PQAT|13.33
P|P|26-DEC-2017|18|0|PQBE|13.33
P|P|26-DEC-2017|18|0|PQDA|13.33
P|P|26-DEC-2017|18|0|PQDZ|13.33
P|P|26-DEC-2017|18|0|PQHA|13.33
P|P|26-DEC-2017|18|0|PQHZ|13.33
P|P|26-DEC-2017|18|0|PQPC|13.33
P|P|26-DEC-2017|18|0|PQQC|13.33
P|P|26-DEC-2017|18|0|PQSK|13.33
P|P|26-DEC-2017|18|0|PQXY|13.33
P|P|26-DEC-2017|19|0|MBSI|16.36
P|P|26-DEC-2017|19|0|MISI|46.56
P|P|26-DEC-2017|19|0|MNSI|60.9
P|P|26-DEC-2017|19|0|NYSI|29.17
P|P|26-DEC-2017|19|0|ONZN|16.36
P|P|26-DEC-2017|19|0|PQAT|16.36
P|P|26-DEC-2017|19|0|PQBE|16.36
P|P|26-DEC-2017|19|0|PQDA|16.36
P|P|26-DEC-2017|19|0|PQDZ|16.36
P|P|26-DEC-2017|19|0|PQHA|16.36
P|P|26-DEC-2017|19|0|PQHZ|16.36
P|P|26-DEC-2017|19|0|PQPC|16.36
P|P|26-DEC-2017|19|0|PQQC|16.36
P|P|26-DEC-2017|19|0|PQSK|16.36
P|P|26-DEC-2017|19|0|PQXY|16.36
P|P|26-DEC-2017|20|0|MBSI|19.91
P|P|26-DEC-2017|20|0|MISI|46
P|P|26-DEC-2017|20|0|MNSI|55.1
P|P|26-DEC-2017|20|0|NYSI|39.13
P|P|26-DEC-2017|20|0|ONZN|19.91
P|P|26-DEC-2017|20|0|PQAT|19.91
P|P|26-DEC-2017|20|0|PQBE|19.91
P|P|26-DEC-2017|20|0|PQDA|19.91
P|P|26-DEC-2017|20|0|PQDZ|19.91
P|P|26-DEC-2017|20|0|PQHA|19.91
P|P|26-DEC-2017|20|0|PQHZ|19.91
P|P|26-DEC-2017|20|0|PQPC|19.91
P|P|26-DEC-2017|20|0|PQQC|19.91
P|P|26-DEC-2017|20|0|PQSK|19.91
P|P|26-DEC-2017|20|0|PQXY|19.91
P|P|26-DEC-2017|21|0|MBSI|20.71
P|P|26-DEC-2017|21|0|MISI|38.43
P|P|26-DEC-2017|21|0|MNSI|50.21
P|P|26-DEC-2017|21|0|NYSI|55.66
P|P|26-DEC-2017|21|0|ONZN|13.38
P|P|26-DEC-2017|21|0|PQAT|13.38
P|P|26-DEC-2017|21|0|PQBE|13.38
P|P|26-DEC-2017|21|0|PQDA|13.38
P|P|26-DEC-2017|21|0|PQDZ|13.38
P|P|26-DEC-2017|21|0|PQHA|13.38
P|P|26-DEC-2017|21|0|PQHZ|13.38
P|P|26-DEC-2017|21|0|PQPC|13.38
P|P|26-DEC-2017|21|0|PQQC|13.38
P|P|26-DEC-2017|21|0|PQSK|13.38
P|P|26-DEC-2017|21|0|PQXY|13.38
P|P|26-DEC-2017|22|0|MBSI|22.71
P|P|26-DEC-2017|22|0|MISI|34.89
P|P|26-DEC-2017|22|0|MNSI|45.71
P|P|26-DEC-2017|22|0|NYSI|45.99
P|P|26-DEC-2017|22|0|ONZN|13.34
P|P|26-DEC-2017|22|0|PQAT|13.34
P|P|26-DEC-2017|22|0|PQBE|13.34
P|P|26-DEC-2017|22|0|PQDA|13.34
P|P|26-DEC-2017|22|0|PQDZ|13.34
P|P|26-DEC-2017|22|0|PQHA|13.34
P|P|26-DEC-2017|22|0|PQHZ|13.34
P|P|26-DEC-2017|22|0|PQPC|13.34
P|P|26-DEC-2017|22|0|PQQC|13.34
P|P|26-DEC-2017|22|0|PQSK|13.34
P|P|26-DEC-2017|22|0|PQXY|13.34
P|P|26-DEC-2017|23|0|MBSI|22.71
P|P|26-DEC-2017|23|0|MISI|28.18
P|P|26-DEC-2017|23|0|MNSI|40.91
P|P|26-DEC-2017|23|0|NYSI|39.19
P|P|26-DEC-2017|23|0|ONZN|13.3
P|P|26-DEC-2017|23|0|PQAT|13.3
P|P|26-DEC-2017|23|0|PQBE|13.3
P|P|26-DEC-2017|23|0|PQDA|13.3
P|P|26-DEC-2017|23|0|PQDZ|13.3
P|P|26-DEC-2017|23|0|PQHA|13.3
P|P|26-DEC-2017|23|0|PQHZ|13.3
P|P|26-DEC-2017|23|0|PQPC|13.3
P|P|26-DEC-2017|23|0|PQQC|13.3
P|P|26-DEC-2017|23|0|PQSK|13.3
P|P|26-DEC-2017|23|0|PQXY|13.3
P|P|26-DEC-2017|24|0|MBSI|47.84
P|P|26-DEC-2017|24|0|MISI|23.99
P|P|26-DEC-2017|24|0|MNSI|37.15
P|P|26-DEC-2017|24|0|NYSI|34.53
P|P|26-DEC-2017|24|0|ONZN|13.02
P|P|26-DEC-2017|24|0|PQAT|13.02
P|P|26-DEC-2017|24|0|PQBE|13.02
P|P|26-DEC-2017|24|0|PQDA|13.02
P|P|26-DEC-2017|24|0|PQDZ|13.02
P|P|26-DEC-2017|24|0|PQHA|13.02
P|P|26-DEC-2017|24|0|PQHZ|13.02
P|P|26-DEC-2017|24|0|PQPC|13.02
P|P|26-DEC-2017|24|0|PQQC|13.02
P|P|26-DEC-2017|24|0|PQSK|13.02
P|P|26-DEC-2017|24|0|PQXY|13.02
N|X|26-DEC-2017|1|0|104502|NYSI|-3.65
N|X|26-DEC-2017|1|0|104503|NYSI|-3.65
N|X|26-DEC-2017|1|0|104504|NYSI|-3.65
N|X|26-DEC-2017|1|0|104505|NYSI|-3.65
N|X|26-DEC-2017|1|0|104506|NYSI|-4.29
N|X|26-DEC-2017|1|0|104507|NYSI|-4.29
N|X|26-DEC-2017|1|0|104508|NYSI|-4.29
N|X|26-DEC-2017|1|0|104509|NYSI|-4.29
N|X|26-DEC-2017|1|0|104510|NYSI|-4.29
N|X|26-DEC-2017|1|0|104511|NYSI|-4.29
N|X|26-DEC-2017|1|0|104512|NYSI|-4.29
N|X|26-DEC-2017|1|0|104513|NYSI|-4.29
N|X|26-DEC-2017|1|0|104514|NYSI|-4.29
N|X|26-DEC-2017|1|0|104515|NYSI|-4.29
N|X|26-DEC-2017|1|0|104516|NYSI|-4.29
N|X|26-DEC-2017|1|0|104517|NYSI|-4.29
N|X|26-DEC-2017|1|0|104518|NYSI|-4.29
N|X|26-DEC-2017|1|0|104519|NYSI|-4.29
N|X|26-DEC-2017|1|0|104520|NYSI|-4.29
N|X|26-DEC-2017|1|0|104521|NYSI|-4.29
N|X|26-DEC-2017|1|0|104522|NYSI|-4.29
N|X|26-DEC-2017|1|0|104523|NYSI|-4.29
N|X|26-DEC-2017|1|0|104524|NYSI|-4.29
N|X|26-DEC-2017|1|0|104525|NYSI|-4.29
N|X|26-DEC-2017|1|0|104526|NYSI|-4.29
N|X|26-DEC-2017|1|0|104527|NYSI|-4.29
N|X|26-DEC-2017|1|0|104529|NYSI|-4.29
N|X|26-DEC-2017|1|0|104533|NYSI|-3.65
N|X|26-DEC-2017|1|0|104534|NYSI|-3.65
N|X|26-DEC-2017|1|0|104535|NYSI|-3.65
N|X|26-DEC-2017|1|0|104536|NYSI|-3.65
N|X|26-DEC-2017|1|0|104537|NYSI|-3.65
N|X|26-DEC-2017|1|0|104538|NYSI|-3.65
N|X|26-DEC-2017|1|0|104539|NYSI|-4.29
N|X|26-DEC-2017|1|0|104540|NYSI|-4.29
N|X|26-DEC-2017|1|0|104541|NYSI|-4.29
N|X|26-DEC-2017|1|0|104542|NYSI|-4.29
N|X|26-DEC-2017|1|0|104543|NYSI|-4.29
N|X|26-DEC-2017|1|0|104544|NYSI|-4.29
N|X|26-DEC-2017|1|0|104545|NYSI|-4.29
N|X|26-DEC-2017|1|0|104546|NYSI|-4.29
N|X|26-DEC-2017|1|0|104547|NYSI|-4.29
N|X|26-DEC-2017|1|0|104548|NYSI|-4.29
N|X|26-DEC-2017|1|0|104549|NYSI|-4.29
N|X|26-DEC-2017|1|0|104550|NYSI|-4.29
N|X|26-DEC-2017|1|0|104551|NYSI|-4.29
N|X|26-DEC-2017|1|0|104552|NYSI|-4.29
N|X|26-DEC-2017|1|0|104574|NYSI|-4.29
N|X|26-DEC-2017|1|0|104575|NYSI|-4.29
N|X|26-DEC-2017|1|0|104576|NYSI|-4.29
N|X|26-DEC-2017|1|0|104578|NYSI|-4.2
N|X|26-DEC-2017|1|0|104579|NYSI|-4.2
N|X|26-DEC-2017|1|0|104580|NYSI|-4.2
N|X|26-DEC-2017|1|0|104581|NYSI|-4.2
N|X|26-DEC-2017|1|0|104582|NYSI|-4.2
N|X|26-DEC-2017|1|0|104583|NYSI|-4.2
N|X|26-DEC-2017|1|0|104584|NYSI|-4.2
N|X|26-DEC-2017|1|0|104585|NYSI|-4.2
N|X|26-DEC-2017|1|0|104586|NYSI|-4.2
N|X|26-DEC-2017|1|0|104587|NYSI|-4.2
N|X|26-DEC-2017|1|0|104588|NYSI|-4.2
N|X|26-DEC-2017|1|0|104589|NYSI|-4.2
N|X|26-DEC-2017|1|0|104590|NYSI|-4.2
N|X|26-DEC-2017|1|0|104591|NYSI|-4.2
N|X|26-DEC-2017|1|0|104600|NYSI|-4.2
N|X|26-DEC-2017|1|0|104604|NYSI|-4.2
N|X|26-DEC-2017|1|0|104605|NYSI|-4.2
N|X|26-DEC-2017|1|0|104606|NYSI|-4.2
N|X|26-DEC-2017|1|0|104607|NYSI|-4.2
N|X|26-DEC-2017|1|0|104608|NYSI|-4.2
N|X|26-DEC-2017|1|0|104609|NYSI|-4.2
N|X|26-DEC-2017|1|0|104610|NYSI|-4.2
N|X|26-DEC-2017|1|0|104611|NYSI|-4.2
N|X|26-DEC-2017|1|0|104612|NYSI|-4.2
N|X|26-DEC-2017|1|0|104613|NYSI|-4.2
N|X|26-DEC-2017|1|0|104614|NYSI|-4.2
N|X|26-DEC-2017|1|0|104615|NYSI|-4.2
N|X|26-DEC-2017|1|0|104616|NYSI|-4.2
N|X|26-DEC-2017|1|0|104617|NYSI|-4.2
N|X|26-DEC-2017|1|0|104618|NYSI|-4.2
N|X|26-DEC-2017|1|0|104619|NYSI|-4.2
N|X|26-DEC-2017|1|0|104620|NYSI|-4.2
N|X|26-DEC-2017|1|0|104621|NYSI|-4.2
N|X|26-DEC-2017|1|0|104622|NYSI|-4.2
N|X|26-DEC-2017|1|0|104624|NYSI|-4.08
N|X|26-DEC-2017|1|0|104625|NYSI|-4.08
N|X|26-DEC-2017|1|0|104626|NYSI|-4.08
N|X|26-DEC-2017|1|0|104627|NYSI|-4.08
N|X|26-DEC-2017|1|0|104628|NYSI|-4.08
N|X|26-DEC-2017|1|0|104629|NYSI|-4.08
N|X|26-DEC-2017|1|0|104630|NYSI|-4.08
N|X|26-DEC-2017|1|0|104631|NYSI|-4.08
N|X|26-DEC-2017|1|0|104632|NYSI|-4.08
N|X|26-DEC-2017|1|0|104633|NYSI|-4.08
N|X|26-DEC-2017|1|0|104634|NYSI|-4.08
N|X|26-DEC-2017|1|0|104635|NYSI|-4.08
N|X|26-DEC-2017|1|0|104636|NYSI|-4.08
N|X|26-DEC-2017|1|0|104647|NYSI|-4.08
N|X|26-DEC-2017|1|0|104655|NYSI|-4.08
N|X|26-DEC-2017|1|0|104656|NYSI|-4.08
N|X|26-DEC-2017|1|0|104657|NYSI|-4.08
N|X|26-DEC-2017|1|0|104658|NYSI|-4.08
N|X|26-DEC-2017|1|0|104659|NYSI|-4.08
N|X|26-DEC-2017|1|0|104660|NYSI|-4.08
N|X|26-DEC-2017|1|0|104661|NYSI|-4.08
N|X|26-DEC-2017|1|0|104662|NYSI|-4.08
N|X|26-DEC-2017|1|0|104663|NYSI|-4.08
