H|182789|26-DEC-2017|1243401|DT|P|F
S|104687|L|D|D|1|26-DEC-2017|22|7|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|7|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|7|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|22|8|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|22|8|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|8|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|8|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|22|9|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|22|9|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|9|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|9|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|22|10|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|22|10|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|10|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|10|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|22|11|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|22|11|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|11|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|11|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|22|12|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|22|12|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|22|12|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|22|12|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|1|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|1|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|1|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|1|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|2|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|2|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|2|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|2|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|3|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|3|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|3|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|3|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|4|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|4|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|4|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|4|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|5|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|5|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|5|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|5|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|6|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|6|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|6|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|6|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|7|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|7|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|7|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|7|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|8|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|8|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|8|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|8|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|9|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|9|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|9|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|9|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|10|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|10|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|10|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|10|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|11|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|11|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|11|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|11|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|23|12|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|23|12|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|23|12|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|23|12|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|1|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|1|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|1|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|1|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|2|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|2|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|2|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|2|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|3|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|3|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|3|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|3|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|4|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|4|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|4|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|4|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|5|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|5|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|5|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|5|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|6|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|6|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|6|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|6|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|7|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|7|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|7|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|7|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|8|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|8|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|8|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|8|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|9|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|9|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|9|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|9|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|10|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|10|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|10|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|10|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|11|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|11|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|11|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|11|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
S|104686|L|D|D|1|26-DEC-2017|24|12|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|D|1|26-DEC-2017|24|12|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|M|1|26-DEC-2017|24|12|NYSI|25|104492|MISI||ONT_TIDAL0010694_PJM
S|104687|L|D|M|1|26-DEC-2017|24|12|NYSI|10|104492|MISI||ONT_TIDAL0010695_PJM
V|104686|NYSI|104492|MISI|1|26-DEC-2017|1|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|2|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|3|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|4|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|5|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|6|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|7|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|8|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|9|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|10|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|11|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|12|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|13|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|14|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|15|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|16|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|17|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|18|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|19|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|20|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|21|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|22|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|23|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104686|NYSI|104492|MISI|1|26-DEC-2017|24|0|2|0|750|25|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|1|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|2|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|3|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|4|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|5|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|6|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|7|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|8|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|9|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|10|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|11|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|12|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|13|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|14|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|15|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|16|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|17|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|18|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|19|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|20|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|21|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|22|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|23|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
V|104687|NYSI|104492|MISI|1|26-DEC-2017|24|0|2|0|750|10|750|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
S|104686|L|D|P|1|26-DEC-2017|1|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|1|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|2|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|2|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|3|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|3|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|4|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|4|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|5|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|5|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|6|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|6|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|7|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|7|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|8|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|8|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|9|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|9|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|10|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|10|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
S|104686|L|D|P|1|26-DEC-2017|11|0|NYSI|25|104492|MISI|AUTO|ONT_TIDAL0010694_PJM
S|104687|L|D|P|1|26-DEC-2017|11|0|NYSI|10|104492|MISI|AUTO|ONT_TIDAL0010695_PJM
