H|182789|29-SEP-2017|1220744|DT|P|F
P|R|29-SEP-2017|2|11|PQDZ|-3
P|R|29-SEP-2017|2|11|PQHA|-3
P|R|29-SEP-2017|2|11|PQHZ|-3
P|R|29-SEP-2017|2|11|PQPC|-3
P|R|29-SEP-2017|2|11|PQQC|-3
P|R|29-SEP-2017|2|11|PQSK|-3
P|R|29-SEP-2017|2|11|PQXY|-3
P|R|29-SEP-2017|2|12|MBSI|-.25
P|R|29-SEP-2017|2|12|MISI|11.75
P|R|29-SEP-2017|2|12|MNSI|-.15
P|R|29-SEP-2017|2|12|NYSI|-.25
P|R|29-SEP-2017|2|12|ONZN|-.25
P|R|29-SEP-2017|2|12|PQAT|-.25
P|R|29-SEP-2017|2|12|PQBE|-.25
P|R|29-SEP-2017|2|12|PQDA|-.25
P|R|29-SEP-2017|2|12|PQDZ|-.25
P|R|29-SEP-2017|2|12|PQHA|-.25
P|R|29-SEP-2017|2|12|PQHZ|-.25
P|R|29-SEP-2017|2|12|PQPC|-.25
P|R|29-SEP-2017|2|12|PQQC|-.25
P|R|29-SEP-2017|2|12|PQSK|-.25
P|R|29-SEP-2017|2|12|PQXY|-.25
P|H|29-SEP-2017|3|0|ONZN|-.78
P|R|29-SEP-2017|3|1|MBSI|-.02
P|R|29-SEP-2017|3|1|MISI|9.98
P|R|29-SEP-2017|3|1|MNSI|4.24
P|R|29-SEP-2017|3|1|NYSI|-.02
P|R|29-SEP-2017|3|1|ONZN|-.02
P|R|29-SEP-2017|3|1|PQAT|-.02
P|R|29-SEP-2017|3|1|PQBE|-.02
P|R|29-SEP-2017|3|1|PQDA|-.02
P|R|29-SEP-2017|3|1|PQDZ|-.02
P|R|29-SEP-2017|3|1|PQHA|-.02
P|R|29-SEP-2017|3|1|PQHZ|-.02
P|R|29-SEP-2017|3|1|PQPC|-.02
P|R|29-SEP-2017|3|1|PQQC|-.02
P|R|29-SEP-2017|3|1|PQSK|-.02
P|R|29-SEP-2017|3|1|PQXY|-.02
P|R|29-SEP-2017|3|2|MBSI|-.25
P|R|29-SEP-2017|3|2|MISI|9.75
P|R|29-SEP-2017|3|2|MNSI|4.01
P|R|29-SEP-2017|3|2|NYSI|-.25
P|R|29-SEP-2017|3|2|ONZN|-.25
P|R|29-SEP-2017|3|2|PQAT|-.25
P|R|29-SEP-2017|3|2|PQBE|-.25
P|R|29-SEP-2017|3|2|PQDA|-.25
P|R|29-SEP-2017|3|2|PQDZ|-.25
P|R|29-SEP-2017|3|2|PQHA|-.25
P|R|29-SEP-2017|3|2|PQHZ|-.25
P|R|29-SEP-2017|3|2|PQPC|-.25
P|R|29-SEP-2017|3|2|PQQC|-.25
P|R|29-SEP-2017|3|2|PQSK|-.25
P|R|29-SEP-2017|3|2|PQXY|-.25
P|R|29-SEP-2017|3|3|MBSI|-3
P|R|29-SEP-2017|3|3|MISI|7
P|R|29-SEP-2017|3|3|MNSI|1.26
P|R|29-SEP-2017|3|3|NYSI|-3
P|R|29-SEP-2017|3|3|ONZN|-3
P|R|29-SEP-2017|3|3|PQAT|-3
P|R|29-SEP-2017|3|3|PQBE|-3
P|R|29-SEP-2017|3|3|PQDA|-3
P|R|29-SEP-2017|3|3|PQDZ|-3
P|R|29-SEP-2017|3|3|PQHA|-3
P|R|29-SEP-2017|3|3|PQHZ|-3
P|R|29-SEP-2017|3|3|PQPC|-3
P|R|29-SEP-2017|3|3|PQQC|-3
P|R|29-SEP-2017|3|3|PQSK|-3
P|R|29-SEP-2017|3|3|PQXY|-3
P|R|29-SEP-2017|3|4|MBSI|-3
P|R|29-SEP-2017|3|4|MISI|7
P|R|29-SEP-2017|3|4|MNSI|1.26
P|R|29-SEP-2017|3|4|NYSI|-3
P|R|29-SEP-2017|3|4|ONZN|-3
P|R|29-SEP-2017|3|4|PQAT|-3
P|R|29-SEP-2017|3|4|PQBE|-3
P|R|29-SEP-2017|3|4|PQDA|-3
P|R|29-SEP-2017|3|4|PQDZ|-3
P|R|29-SEP-2017|3|4|PQHA|-3
P|R|29-SEP-2017|3|4|PQHZ|-3
P|R|29-SEP-2017|3|4|PQPC|-3
P|R|29-SEP-2017|3|4|PQQC|-3
P|R|29-SEP-2017|3|4|PQSK|-3
P|R|29-SEP-2017|3|4|PQXY|-3
P|R|29-SEP-2017|3|5|MBSI|-3
P|R|29-SEP-2017|3|5|MISI|7
P|R|29-SEP-2017|3|5|MNSI|1.26
P|R|29-SEP-2017|3|5|NYSI|-3
P|R|29-SEP-2017|3|5|ONZN|-3
P|R|29-SEP-2017|3|5|PQAT|-3
P|R|29-SEP-2017|3|5|PQBE|-3
P|R|29-SEP-2017|3|5|PQDA|-3
P|R|29-SEP-2017|3|5|PQDZ|-3
P|R|29-SEP-2017|3|5|PQHA|-3
P|R|29-SEP-2017|3|5|PQHZ|-3
P|R|29-SEP-2017|3|5|PQPC|-3
P|R|29-SEP-2017|3|5|PQQC|-3
P|R|29-SEP-2017|3|5|PQSK|-3
P|R|29-SEP-2017|3|5|PQXY|-3
P|R|29-SEP-2017|3|6|MBSI|0
P|R|29-SEP-2017|3|6|MISI|10
P|R|29-SEP-2017|3|6|MNSI|4.26
P|R|29-SEP-2017|3|6|NYSI|0
P|R|29-SEP-2017|3|6|ONZN|0
P|R|29-SEP-2017|3|6|PQAT|0
P|R|29-SEP-2017|3|6|PQBE|0
P|R|29-SEP-2017|3|6|PQDA|0
P|R|29-SEP-2017|3|6|PQDZ|0
P|R|29-SEP-2017|3|6|PQHA|0
P|R|29-SEP-2017|3|6|PQHZ|0
P|R|29-SEP-2017|3|6|PQPC|0
P|R|29-SEP-2017|3|6|PQQC|0
P|R|29-SEP-2017|3|6|PQSK|0
P|R|29-SEP-2017|3|6|PQXY|0
P|R|29-SEP-2017|3|7|MBSI|0
P|R|29-SEP-2017|3|7|MISI|10
P|R|29-SEP-2017|3|7|MNSI|4.26
P|R|29-SEP-2017|3|7|NYSI|0
P|R|29-SEP-2017|3|7|ONZN|0
P|R|29-SEP-2017|3|7|PQAT|0
P|R|29-SEP-2017|3|7|PQBE|0
P|R|29-SEP-2017|3|7|PQDA|0
P|R|29-SEP-2017|3|7|PQDZ|0
P|R|29-SEP-2017|3|7|PQHA|0
P|R|29-SEP-2017|3|7|PQHZ|0
P|R|29-SEP-2017|3|7|PQPC|0
P|R|29-SEP-2017|3|7|PQQC|0
P|R|29-SEP-2017|3|7|PQSK|0
P|R|29-SEP-2017|3|7|PQXY|0
P|R|29-SEP-2017|3|8|MBSI|0
P|R|29-SEP-2017|3|8|MISI|10
P|R|29-SEP-2017|3|8|MNSI|4.26
P|R|29-SEP-2017|3|8|NYSI|0
P|R|29-SEP-2017|3|8|ONZN|0
P|R|29-SEP-2017|3|8|PQAT|0
P|R|29-SEP-2017|3|8|PQBE|0
P|R|29-SEP-2017|3|8|PQDA|0
P|R|29-SEP-2017|3|8|PQDZ|0
P|R|29-SEP-2017|3|8|PQHA|0
P|R|29-SEP-2017|3|8|PQHZ|0
P|R|29-SEP-2017|3|8|PQPC|0
P|R|29-SEP-2017|3|8|PQQC|0
P|R|29-SEP-2017|3|8|PQSK|0
P|R|29-SEP-2017|3|8|PQXY|0
P|R|29-SEP-2017|3|9|MBSI|0
P|R|29-SEP-2017|3|9|MISI|10
P|R|29-SEP-2017|3|9|MNSI|4.26
P|R|29-SEP-2017|3|9|NYSI|0
P|R|29-SEP-2017|3|9|ONZN|0
P|R|29-SEP-2017|3|9|PQAT|0
P|R|29-SEP-2017|3|9|PQBE|0
P|R|29-SEP-2017|3|9|PQDA|0
P|R|29-SEP-2017|3|9|PQDZ|0
P|R|29-SEP-2017|3|9|PQHA|0
P|R|29-SEP-2017|3|9|PQHZ|0
P|R|29-SEP-2017|3|9|PQPC|0
P|R|29-SEP-2017|3|9|PQQC|0
P|R|29-SEP-2017|3|9|PQSK|0
P|R|29-SEP-2017|3|9|PQXY|0
P|R|29-SEP-2017|3|10|MBSI|0
P|R|29-SEP-2017|3|10|MISI|10
P|R|29-SEP-2017|3|10|MNSI|4.26
P|R|29-SEP-2017|3|10|NYSI|0
P|R|29-SEP-2017|3|10|ONZN|0
P|R|29-SEP-2017|3|10|PQAT|0
P|R|29-SEP-2017|3|10|PQBE|0
P|R|29-SEP-2017|3|10|PQDA|0
P|R|29-SEP-2017|3|10|PQDZ|0
P|R|29-SEP-2017|3|10|PQHA|0
P|R|29-SEP-2017|3|10|PQHZ|0
P|R|29-SEP-2017|3|10|PQPC|0
P|R|29-SEP-2017|3|10|PQQC|0
P|R|29-SEP-2017|3|10|PQSK|0
P|R|29-SEP-2017|3|10|PQXY|0
P|R|29-SEP-2017|3|11|MBSI|-.1
P|R|29-SEP-2017|3|11|MISI|9.9
P|R|29-SEP-2017|3|11|MNSI|4.16
P|R|29-SEP-2017|3|11|NYSI|-.1
P|R|29-SEP-2017|3|11|ONZN|-.1
P|R|29-SEP-2017|3|11|PQAT|-.1
P|R|29-SEP-2017|3|11|PQBE|-.1
P|R|29-SEP-2017|3|11|PQDA|-.1
P|R|29-SEP-2017|3|11|PQDZ|-.1
P|R|29-SEP-2017|3|11|PQHA|-.1
P|R|29-SEP-2017|3|11|PQHZ|-.1
P|R|29-SEP-2017|3|11|PQPC|-.1
P|R|29-SEP-2017|3|11|PQQC|-.1
P|R|29-SEP-2017|3|11|PQSK|-.1
P|R|29-SEP-2017|3|11|PQXY|-.1
P|R|29-SEP-2017|3|12|MBSI|0
P|R|29-SEP-2017|3|12|MISI|10
P|R|29-SEP-2017|3|12|MNSI|4.26
P|R|29-SEP-2017|3|12|NYSI|0
P|R|29-SEP-2017|3|12|ONZN|0
P|R|29-SEP-2017|3|12|PQAT|0
P|R|29-SEP-2017|3|12|PQBE|0
P|R|29-SEP-2017|3|12|PQDA|0
P|R|29-SEP-2017|3|12|PQDZ|0
P|R|29-SEP-2017|3|12|PQHA|0
P|R|29-SEP-2017|3|12|PQHZ|0
P|R|29-SEP-2017|3|12|PQPC|0
P|R|29-SEP-2017|3|12|PQQC|0
P|R|29-SEP-2017|3|12|PQSK|0
P|R|29-SEP-2017|3|12|PQXY|0
P|H|29-SEP-2017|4|0|ONZN|0
P|R|29-SEP-2017|4|1|MBSI|0
P|R|29-SEP-2017|4|1|MISI|12.87
P|R|29-SEP-2017|4|1|MNSI|5.16
P|R|29-SEP-2017|4|1|NYSI|0
P|R|29-SEP-2017|4|1|ONZN|0
P|R|29-SEP-2017|4|1|PQAT|0
P|R|29-SEP-2017|4|1|PQBE|0
P|R|29-SEP-2017|4|1|PQDA|0
P|R|29-SEP-2017|4|1|PQDZ|0
P|R|29-SEP-2017|4|1|PQHA|0
P|R|29-SEP-2017|4|1|PQHZ|0
P|R|29-SEP-2017|4|1|PQPC|0
P|R|29-SEP-2017|4|1|PQQC|0
P|R|29-SEP-2017|4|1|PQSK|0
P|R|29-SEP-2017|4|1|PQXY|0
P|R|29-SEP-2017|4|2|MBSI|0
P|R|29-SEP-2017|4|2|MISI|12.87
P|R|29-SEP-2017|4|2|MNSI|5.16
P|R|29-SEP-2017|4|2|NYSI|0
