H|182789|26-SEP-2017|1219985|DT|P|F
P|R|26-SEP-2017|1|8|PQAT|28.09
P|R|26-SEP-2017|1|8|PQBE|28.09
P|R|26-SEP-2017|1|8|PQDA|28.09
P|R|26-SEP-2017|1|8|PQDZ|28.09
P|R|26-SEP-2017|1|8|PQHA|28.09
P|R|26-SEP-2017|1|8|PQHZ|28.09
P|R|26-SEP-2017|1|8|PQPC|28.09
P|R|26-SEP-2017|1|8|PQQC|28.09
P|R|26-SEP-2017|1|8|PQSK|28.09
P|R|26-SEP-2017|1|8|PQXY|28.09
P|R|26-SEP-2017|1|9|MBSI|28.09
P|R|26-SEP-2017|1|9|MISI|30
P|R|26-SEP-2017|1|9|MNSI|28.09
P|R|26-SEP-2017|1|9|NYSI|28.09
P|R|26-SEP-2017|1|9|ONZN|28.09
P|R|26-SEP-2017|1|9|PQAT|28.09
P|R|26-SEP-2017|1|9|PQBE|28.09
P|R|26-SEP-2017|1|9|PQDA|28.09
P|R|26-SEP-2017|1|9|PQDZ|28.09
P|R|26-SEP-2017|1|9|PQHA|28.09
P|R|26-SEP-2017|1|9|PQHZ|28.09
P|R|26-SEP-2017|1|9|PQPC|28.09
P|R|26-SEP-2017|1|9|PQQC|28.09
P|R|26-SEP-2017|1|9|PQSK|28.09
P|R|26-SEP-2017|1|9|PQXY|28.09
P|R|26-SEP-2017|1|10|MBSI|28.09
P|R|26-SEP-2017|1|10|MISI|30
P|R|26-SEP-2017|1|10|MNSI|28.09
P|R|26-SEP-2017|1|10|NYSI|28.09
P|R|26-SEP-2017|1|10|ONZN|28.09
P|R|26-SEP-2017|1|10|PQAT|28.09
P|R|26-SEP-2017|1|10|PQBE|28.09
P|R|26-SEP-2017|1|10|PQDA|28.09
P|R|26-SEP-2017|1|10|PQDZ|28.09
P|R|26-SEP-2017|1|10|PQHA|28.09
P|R|26-SEP-2017|1|10|PQHZ|28.09
P|R|26-SEP-2017|1|10|PQPC|28.09
P|R|26-SEP-2017|1|10|PQQC|28.09
P|R|26-SEP-2017|1|10|PQSK|28.09
P|R|26-SEP-2017|1|10|PQXY|28.09
P|R|26-SEP-2017|1|11|MBSI|28.09
P|R|26-SEP-2017|1|11|MISI|30
P|R|26-SEP-2017|1|11|MNSI|28.09
P|R|26-SEP-2017|1|11|NYSI|28.09
P|R|26-SEP-2017|1|11|ONZN|28.09
P|R|26-SEP-2017|1|11|PQAT|28.09
P|R|26-SEP-2017|1|11|PQBE|28.09
P|R|26-SEP-2017|1|11|PQDA|28.09
P|R|26-SEP-2017|1|11|PQDZ|28.09
P|R|26-SEP-2017|1|11|PQHA|28.09
P|R|26-SEP-2017|1|11|PQHZ|28.09
P|R|26-SEP-2017|1|11|PQPC|28.09
P|R|26-SEP-2017|1|11|PQQC|28.09
P|R|26-SEP-2017|1|11|PQSK|28.09
P|R|26-SEP-2017|1|11|PQXY|28.09
P|R|26-SEP-2017|1|12|MBSI|28.09
P|R|26-SEP-2017|1|12|MISI|30
P|R|26-SEP-2017|1|12|MNSI|28.09
P|R|26-SEP-2017|1|12|NYSI|28.09
P|R|26-SEP-2017|1|12|ONZN|28.09
P|R|26-SEP-2017|1|12|PQAT|28.09
P|R|26-SEP-2017|1|12|PQBE|28.09
P|R|26-SEP-2017|1|12|PQDA|28.09
P|R|26-SEP-2017|1|12|PQDZ|28.09
P|R|26-SEP-2017|1|12|PQHA|28.09
P|R|26-SEP-2017|1|12|PQHZ|28.09
P|R|26-SEP-2017|1|12|PQPC|28.09
P|R|26-SEP-2017|1|12|PQQC|28.09
P|R|26-SEP-2017|1|12|PQSK|28.09
P|R|26-SEP-2017|1|12|PQXY|28.09
P|H|26-SEP-2017|2|0|ONZN|25.91
P|R|26-SEP-2017|2|1|MBSI|28.09
P|R|26-SEP-2017|2|1|MISI|31.24
P|R|26-SEP-2017|2|1|MNSI|28.09
P|R|26-SEP-2017|2|1|NYSI|28.09
P|R|26-SEP-2017|2|1|ONZN|28.09
P|R|26-SEP-2017|2|1|PQAT|28.09
P|R|26-SEP-2017|2|1|PQBE|28.09
P|R|26-SEP-2017|2|1|PQDA|28.09
P|R|26-SEP-2017|2|1|PQDZ|28.09
P|R|26-SEP-2017|2|1|PQHA|28.09
P|R|26-SEP-2017|2|1|PQHZ|28.09
P|R|26-SEP-2017|2|1|PQPC|28.09
P|R|26-SEP-2017|2|1|PQQC|28.09
P|R|26-SEP-2017|2|1|PQSK|28.09
P|R|26-SEP-2017|2|1|PQXY|28.09
P|R|26-SEP-2017|2|2|MBSI|27.13
P|R|26-SEP-2017|2|2|MISI|30.28
P|R|26-SEP-2017|2|2|MNSI|27.13
P|R|26-SEP-2017|2|2|NYSI|27.13
P|R|26-SEP-2017|2|2|ONZN|27.13
P|R|26-SEP-2017|2|2|PQAT|27.13
P|R|26-SEP-2017|2|2|PQBE|27.13
P|R|26-SEP-2017|2|2|PQDA|27.13
P|R|26-SEP-2017|2|2|PQDZ|27.13
P|R|26-SEP-2017|2|2|PQHA|27.13
P|R|26-SEP-2017|2|2|PQHZ|27.13
P|R|26-SEP-2017|2|2|PQPC|27.13
P|R|26-SEP-2017|2|2|PQQC|27.13
P|R|26-SEP-2017|2|2|PQSK|27.13
P|R|26-SEP-2017|2|2|PQXY|27.13
P|R|26-SEP-2017|2|3|MBSI|27.09
P|R|26-SEP-2017|2|3|MISI|30.24
P|R|26-SEP-2017|2|3|MNSI|27.09
P|R|26-SEP-2017|2|3|NYSI|27.09
P|R|26-SEP-2017|2|3|ONZN|27.09
P|R|26-SEP-2017|2|3|PQAT|27.09
P|R|26-SEP-2017|2|3|PQBE|27.09
P|R|26-SEP-2017|2|3|PQDA|27.09
P|R|26-SEP-2017|2|3|PQDZ|27.09
P|R|26-SEP-2017|2|3|PQHA|27.09
P|R|26-SEP-2017|2|3|PQHZ|27.09
P|R|26-SEP-2017|2|3|PQPC|27.09
P|R|26-SEP-2017|2|3|PQQC|27.09
P|R|26-SEP-2017|2|3|PQSK|27.09
P|R|26-SEP-2017|2|3|PQXY|27.09
P|R|26-SEP-2017|2|4|MBSI|27.09
P|R|26-SEP-2017|2|4|MISI|30.24
P|R|26-SEP-2017|2|4|MNSI|27.09
P|R|26-SEP-2017|2|4|NYSI|27.09
P|R|26-SEP-2017|2|4|ONZN|27.09
P|R|26-SEP-2017|2|4|PQAT|27.09
P|R|26-SEP-2017|2|4|PQBE|27.09
P|R|26-SEP-2017|2|4|PQDA|27.09
P|R|26-SEP-2017|2|4|PQDZ|27.09
P|R|26-SEP-2017|2|4|PQHA|27.09
P|R|26-SEP-2017|2|4|PQHZ|27.09
P|R|26-SEP-2017|2|4|PQPC|27.09
P|R|26-SEP-2017|2|4|PQQC|27.09
P|R|26-SEP-2017|2|4|PQSK|27.09
P|R|26-SEP-2017|2|4|PQXY|27.09
P|R|26-SEP-2017|2|5|MBSI|27.09
P|R|26-SEP-2017|2|5|MISI|30.24
P|R|26-SEP-2017|2|5|MNSI|27.09
P|R|26-SEP-2017|2|5|NYSI|27.09
P|R|26-SEP-2017|2|5|ONZN|27.09
P|R|26-SEP-2017|2|5|PQAT|27.09
P|R|26-SEP-2017|2|5|PQBE|27.09
P|R|26-SEP-2017|2|5|PQDA|27.09
P|R|26-SEP-2017|2|5|PQDZ|27.09
P|R|26-SEP-2017|2|5|PQHA|27.09
P|R|26-SEP-2017|2|5|PQHZ|27.09
P|R|26-SEP-2017|2|5|PQPC|27.09
P|R|26-SEP-2017|2|5|PQQC|27.09
P|R|26-SEP-2017|2|5|PQSK|27.09
P|R|26-SEP-2017|2|5|PQXY|27.09
P|R|26-SEP-2017|2|6|MBSI|27.09
P|R|26-SEP-2017|2|6|MISI|30.24
P|R|26-SEP-2017|2|6|MNSI|27.09
P|R|26-SEP-2017|2|6|NYSI|27.09
P|R|26-SEP-2017|2|6|ONZN|27.09
P|R|26-SEP-2017|2|6|PQAT|27.09
P|R|26-SEP-2017|2|6|PQBE|27.09
P|R|26-SEP-2017|2|6|PQDA|27.09
P|R|26-SEP-2017|2|6|PQDZ|27.09
P|R|26-SEP-2017|2|6|PQHA|27.09
P|R|26-SEP-2017|2|6|PQHZ|27.09
P|R|26-SEP-2017|2|6|PQPC|27.09
P|R|26-SEP-2017|2|6|PQQC|27.09
P|R|26-SEP-2017|2|6|PQSK|27.09
P|R|26-SEP-2017|2|6|PQXY|27.09
P|R|26-SEP-2017|2|7|MBSI|27.09
P|R|26-SEP-2017|2|7|MISI|30.24
P|R|26-SEP-2017|2|7|MNSI|27.09
P|R|26-SEP-2017|2|7|NYSI|27.09
P|R|26-SEP-2017|2|7|ONZN|27.09
P|R|26-SEP-2017|2|7|PQAT|27.09
P|R|26-SEP-2017|2|7|PQBE|27.09
P|R|26-SEP-2017|2|7|PQDA|27.09
P|R|26-SEP-2017|2|7|PQDZ|27.09
P|R|26-SEP-2017|2|7|PQHA|27.09
P|R|26-SEP-2017|2|7|PQHZ|27.09
P|R|26-SEP-2017|2|7|PQPC|27.09
P|R|26-SEP-2017|2|7|PQQC|27.09
P|R|26-SEP-2017|2|7|PQSK|27.09
P|R|26-SEP-2017|2|7|PQXY|27.09
P|R|26-SEP-2017|2|8|MBSI|24.04
P|R|26-SEP-2017|2|8|MISI|27.19
P|R|26-SEP-2017|2|8|MNSI|24.04
P|R|26-SEP-2017|2|8|NYSI|24.04
P|R|26-SEP-2017|2|8|ONZN|24.04
P|R|26-SEP-2017|2|8|PQAT|24.04
P|R|26-SEP-2017|2|8|PQBE|24.04
P|R|26-SEP-2017|2|8|PQDA|24.04
P|R|26-SEP-2017|2|8|PQDZ|24.04
P|R|26-SEP-2017|2|8|PQHA|24.04
P|R|26-SEP-2017|2|8|PQHZ|24.04
P|R|26-SEP-2017|2|8|PQPC|24.04
P|R|26-SEP-2017|2|8|PQQC|24.04
P|R|26-SEP-2017|2|8|PQSK|24.04
P|R|26-SEP-2017|2|8|PQXY|24.04
P|R|26-SEP-2017|2|9|MBSI|24.04
P|R|26-SEP-2017|2|9|MISI|27.19
P|R|26-SEP-2017|2|9|MNSI|24.04
P|R|26-SEP-2017|2|9|NYSI|24.04
P|R|26-SEP-2017|2|9|ONZN|24.04
P|R|26-SEP-2017|2|9|PQAT|24.04
P|R|26-SEP-2017|2|9|PQBE|24.04
P|R|26-SEP-2017|2|9|PQDA|24.04
P|R|26-SEP-2017|2|9|PQDZ|24.04
P|R|26-SEP-2017|2|9|PQHA|24.04
P|R|26-SEP-2017|2|9|PQHZ|24.04
P|R|26-SEP-2017|2|9|PQPC|24.04
P|R|26-SEP-2017|2|9|PQQC|24.04
P|R|26-SEP-2017|2|9|PQSK|24.04
P|R|26-SEP-2017|2|9|PQXY|24.04
P|R|26-SEP-2017|2|10|MBSI|24.04
P|R|26-SEP-2017|2|10|MISI|27.19
P|R|26-SEP-2017|2|10|MNSI|24.04
P|R|26-SEP-2017|2|10|NYSI|24.04
P|R|26-SEP-2017|2|10|ONZN|24.04
P|R|26-SEP-2017|2|10|PQAT|24.04
P|R|26-SEP-2017|2|10|PQBE|24.04
P|R|26-SEP-2017|2|10|PQDA|24.04
P|R|26-SEP-2017|2|10|PQDZ|24.04
P|R|26-SEP-2017|2|10|PQHA|24.04
P|R|26-SEP-2017|2|10|PQHZ|24.04
P|R|26-SEP-2017|2|10|PQPC|24.04
P|R|26-SEP-2017|2|10|PQQC|24.04
P|R|26-SEP-2017|2|10|PQSK|24.04
P|R|26-SEP-2017|2|10|PQXY|24.04
P|R|26-SEP-2017|2|11|MBSI|24.04
P|R|26-SEP-2017|2|11|MISI|27.19
P|R|26-SEP-2017|2|11|MNSI|24.04
P|R|26-SEP-2017|2|11|NYSI|24.04
P|R|26-SEP-2017|2|11|ONZN|24.04
P|R|26-SEP-2017|2|11|PQAT|24.04
P|R|26-SEP-2017|2|11|PQBE|24.04
P|R|26-SEP-2017|2|11|PQDA|24.04
P|R|26-SEP-2017|2|11|PQDZ|24.04
P|R|26-SEP-2017|2|11|PQHA|24.04
P|R|26-SEP-2017|2|11|PQHZ|24.04
P|R|26-SEP-2017|2|11|PQPC|24.04
P|R|26-SEP-2017|2|11|PQQC|24.04
P|R|26-SEP-2017|2|11|PQSK|24.04
P|R|26-SEP-2017|2|11|PQXY|24.04
P|R|26-SEP-2017|2|12|MBSI|24.04
P|R|26-SEP-2017|2|12|MISI|27.19
P|R|26-SEP-2017|2|12|MNSI|24.04
P|R|26-SEP-2017|2|12|NYSI|24.04
P|R|26-SEP-2017|2|12|ONZN|24.04
P|R|26-SEP-2017|2|12|PQAT|24.04
P|R|26-SEP-2017|2|12|PQBE|24.04
P|R|26-SEP-2017|2|12|PQDA|24.04
P|R|26-SEP-2017|2|12|PQDZ|24.04
P|R|26-SEP-2017|2|12|PQHA|24.04
P|R|26-SEP-2017|2|12|PQHZ|24.04
P|R|26-SEP-2017|2|12|PQPC|24.04
P|R|26-SEP-2017|2|12|PQQC|24.04
P|R|26-SEP-2017|2|12|PQSK|24.04
P|R|26-SEP-2017|2|12|PQXY|24.04
P|H|26-SEP-2017|3|0|ONZN|16.41
P|R|26-SEP-2017|3|1|MBSI|13.15
P|R|26-SEP-2017|3|1|MISI|24.91
P|R|26-SEP-2017|3|1|MNSI|13.15
P|R|26-SEP-2017|3|1|NYSI|13.15
P|R|26-SEP-2017|3|1|ONZN|13.15
P|R|26-SEP-2017|3|1|PQAT|13.15
P|R|26-SEP-2017|3|1|PQBE|13.15
P|R|26-SEP-2017|3|1|PQDA|13.15
P|R|26-SEP-2017|3|1|PQDZ|13.15
P|R|26-SEP-2017|3|1|PQHA|13.15
P|R|26-SEP-2017|3|1|PQHZ|13.15
P|R|26-SEP-2017|3|1|PQPC|13.15
P|R|26-SEP-2017|3|1|PQQC|13.15
P|R|26-SEP-2017|3|1|PQSK|13.15
P|R|26-SEP-2017|3|1|PQXY|13.15
P|R|26-SEP-2017|3|2|MBSI|13.15
P|R|26-SEP-2017|3|2|MISI|24.91
P|R|26-SEP-2017|3|2|MNSI|13.15
P|R|26-SEP-2017|3|2|NYSI|13.15
P|R|26-SEP-2017|3|2|ONZN|13.15
P|R|26-SEP-2017|3|2|PQAT|13.15
P|R|26-SEP-2017|3|2|PQBE|13.15
P|R|26-SEP-2017|3|2|PQDA|13.15
P|R|26-SEP-2017|3|2|PQDZ|13.15
P|R|26-SEP-2017|3|2|PQHA|13.15
P|R|26-SEP-2017|3|2|PQHZ|13.15
P|R|26-SEP-2017|3|2|PQPC|13.15
P|R|26-SEP-2017|3|2|PQQC|13.15
P|R|26-SEP-2017|3|2|PQSK|13.15
P|R|26-SEP-2017|3|2|PQXY|13.15
P|R|26-SEP-2017|3|3|MBSI|24.03
P|R|26-SEP-2017|3|3|MISI|35.79
P|R|26-SEP-2017|3|3|MNSI|24.03
P|R|26-SEP-2017|3|3|NYSI|24.03
P|R|26-SEP-2017|3|3|ONZN|24.03
P|R|26-SEP-2017|3|3|PQAT|24.03
P|R|26-SEP-2017|3|3|PQBE|24.03
P|R|26-SEP-2017|3|3|PQDA|24.03
P|R|26-SEP-2017|3|3|PQDZ|24.03
P|R|26-SEP-2017|3|3|PQHA|24.03
P|R|26-SEP-2017|3|3|PQHZ|24.03
P|R|26-SEP-2017|3|3|PQPC|24.03
P|R|26-SEP-2017|3|3|PQQC|24.03
P|R|26-SEP-2017|3|3|PQSK|24.03
P|R|26-SEP-2017|3|3|PQXY|24.03
P|R|26-SEP-2017|3|4|MBSI|13.15
P|R|26-SEP-2017|3|4|MISI|24.91
P|R|26-SEP-2017|3|4|MNSI|13.15
P|R|26-SEP-2017|3|4|NYSI|13.15
P|R|26-SEP-2017|3|4|ONZN|13.15
P|R|26-SEP-2017|3|4|PQAT|13.15
P|R|26-SEP-2017|3|4|PQBE|13.15
P|R|26-SEP-2017|3|4|PQDA|13.15
P|R|26-SEP-2017|3|4|PQDZ|13.15
P|R|26-SEP-2017|3|4|PQHA|13.15
P|R|26-SEP-2017|3|4|PQHZ|13.15
P|R|26-SEP-2017|3|4|PQPC|13.15
P|R|26-SEP-2017|3|4|PQQC|13.15
P|R|26-SEP-2017|3|4|PQSK|13.15
P|R|26-SEP-2017|3|4|PQXY|13.15
P|R|26-SEP-2017|3|5|MBSI|24.03
P|R|26-SEP-2017|3|5|MISI|35.79
P|R|26-SEP-2017|3|5|MNSI|24.03
P|R|26-SEP-2017|3|5|NYSI|24.03
P|R|26-SEP-2017|3|5|ONZN|24.03
P|R|26-SEP-2017|3|5|PQAT|24.03
P|R|26-SEP-2017|3|5|PQBE|24.03
P|R|26-SEP-2017|3|5|PQDA|24.03
P|R|26-SEP-2017|3|5|PQDZ|24.03
P|R|26-SEP-2017|3|5|PQHA|24.03
P|R|26-SEP-2017|3|5|PQHZ|24.03
P|R|26-SEP-2017|3|5|PQPC|24.03
P|R|26-SEP-2017|3|5|PQQC|24.03
P|R|26-SEP-2017|3|5|PQSK|24.03
P|R|26-SEP-2017|3|5|PQXY|24.03
P|R|26-SEP-2017|3|6|MBSI|13.15
P|R|26-SEP-2017|3|6|MISI|24.91
P|R|26-SEP-2017|3|6|MNSI|13.15
P|R|26-SEP-2017|3|6|NYSI|13.15
P|R|26-SEP-2017|3|6|ONZN|13.15
P|R|26-SEP-2017|3|6|PQAT|13.15
P|R|26-SEP-2017|3|6|PQBE|13.15
P|R|26-SEP-2017|3|6|PQDA|13.15
P|R|26-SEP-2017|3|6|PQDZ|13.15
P|R|26-SEP-2017|3|6|PQHA|13.15
P|R|26-SEP-2017|3|6|PQHZ|13.15
P|R|26-SEP-2017|3|6|PQPC|13.15
P|R|26-SEP-2017|3|6|PQQC|13.15
P|R|26-SEP-2017|3|6|PQSK|13.15
P|R|26-SEP-2017|3|6|PQXY|13.15
P|R|26-SEP-2017|3|7|MBSI|12.05
P|R|26-SEP-2017|3|7|MISI|23.81
P|R|26-SEP-2017|3|7|MNSI|12.05
P|R|26-SEP-2017|3|7|NYSI|12.05
P|R|26-SEP-2017|3|7|ONZN|12.05
P|R|26-SEP-2017|3|7|PQAT|12.05
P|R|26-SEP-2017|3|7|PQBE|12.05
P|R|26-SEP-2017|3|7|PQDA|12.05
P|R|26-SEP-2017|3|7|PQDZ|12.05
P|R|26-SEP-2017|3|7|PQHA|12.05
P|R|26-SEP-2017|3|7|PQHZ|12.05
P|R|26-SEP-2017|3|7|PQPC|12.05
P|R|26-SEP-2017|3|7|PQQC|12.05
P|R|26-SEP-2017|3|7|PQSK|12.05
P|R|26-SEP-2017|3|7|PQXY|12.05
P|R|26-SEP-2017|3|8|MBSI|12.05
P|R|26-SEP-2017|3|8|MISI|23.81
P|R|26-SEP-2017|3|8|MNSI|12.05
P|R|26-SEP-2017|3|8|NYSI|12.05
P|R|26-SEP-2017|3|8|ONZN|12.05
P|R|26-SEP-2017|3|8|PQAT|12.05
P|R|26-SEP-2017|3|8|PQBE|12.05
P|R|26-SEP-2017|3|8|PQDA|12.05
P|R|26-SEP-2017|3|8|PQDZ|12.05
P|R|26-SEP-2017|3|8|PQHA|12.05
P|R|26-SEP-2017|3|8|PQHZ|12.05
P|R|26-SEP-2017|3|8|PQPC|12.05
P|R|26-SEP-2017|3|8|PQQC|12.05
P|R|26-SEP-2017|3|8|PQSK|12.05
P|R|26-SEP-2017|3|8|PQXY|12.05
P|R|26-SEP-2017|3|9|MBSI|12.05
P|R|26-SEP-2017|3|9|MISI|23.81
P|R|26-SEP-2017|3|9|MNSI|12.05
P|R|26-SEP-2017|3|9|NYSI|12.05
P|R|26-SEP-2017|3|9|ONZN|12.05
P|R|26-SEP-2017|3|9|PQAT|12.05
P|R|26-SEP-2017|3|9|PQBE|12.05
P|R|26-SEP-2017|3|9|PQDA|12.05
P|R|26-SEP-2017|3|9|PQDZ|12.05
P|R|26-SEP-2017|3|9|PQHA|12.05
P|R|26-SEP-2017|3|9|PQHZ|12.05
P|R|26-SEP-2017|3|9|PQPC|12.05
P|R|26-SEP-2017|3|9|PQQC|12.05
P|R|26-SEP-2017|3|9|PQSK|12.05
P|R|26-SEP-2017|3|9|PQXY|12.05
P|R|26-SEP-2017|3|10|MBSI|24.03
P|R|26-SEP-2017|3|10|MISI|35.79
P|R|26-SEP-2017|3|10|MNSI|24.03
P|R|26-SEP-2017|3|10|NYSI|24.03
P|R|26-SEP-2017|3|10|ONZN|24.03
P|R|26-SEP-2017|3|10|PQAT|24.03
P|R|26-SEP-2017|3|10|PQBE|24.03
P|R|26-SEP-2017|3|10|PQDA|24.03
P|R|26-SEP-2017|3|10|PQDZ|24.03
P|R|26-SEP-2017|3|10|PQHA|24.03
P|R|26-SEP-2017|3|10|PQHZ|24.03
P|R|26-SEP-2017|3|10|PQPC|24.03
P|R|26-SEP-2017|3|10|PQQC|24.03
P|R|26-SEP-2017|3|10|PQSK|24.03
P|R|26-SEP-2017|3|10|PQXY|24.03
P|R|26-SEP-2017|3|11|MBSI|12.05
P|R|26-SEP-2017|3|11|MISI|23.81
P|R|26-SEP-2017|3|11|MNSI|12.05
P|R|26-SEP-2017|3|11|NYSI|12.05
P|R|26-SEP-2017|3|11|ONZN|12.05
P|R|26-SEP-2017|3|11|PQAT|12.05
P|R|26-SEP-2017|3|11|PQBE|12.05
P|R|26-SEP-2017|3|11|PQDA|12.05
P|R|26-SEP-2017|3|11|PQDZ|12.05
P|R|26-SEP-2017|3|11|PQHA|12.05
P|R|26-SEP-2017|3|11|PQHZ|12.05
P|R|26-SEP-2017|3|11|PQPC|12.05
P|R|26-SEP-2017|3|11|PQQC|12.05
P|R|26-SEP-2017|3|11|PQSK|12.05
P|R|26-SEP-2017|3|11|PQXY|12.05
P|R|26-SEP-2017|3|12|MBSI|24.03
P|R|26-SEP-2017|3|12|MISI|35.79
P|R|26-SEP-2017|3|12|MNSI|24.03
P|R|26-SEP-2017|3|12|NYSI|24.03
P|R|26-SEP-2017|3|12|ONZN|24.03
P|R|26-SEP-2017|3|12|PQAT|24.03
P|R|26-SEP-2017|3|12|PQBE|24.03
